invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I201803,C255017,Female,28,Food & Beverage,2,10.46,Credit Card,3/31/2022,Mall of Istanbul
I708544,C101845,Female,28,Food & Beverage,2,10.46,Cash,1/2/2022,Kanyon
I246346,C139634,Female,28,Food & Beverage,4,20.92,Credit Card,1/18/2022,Kanyon
I226138,C689987,Male,28,Food & Beverage,4,20.92,Credit Card,3/19/2022,Metrocity
I806213,C179964,Female,28,Food & Beverage,4,20.92,Debit Card,3/14/2022,Metrocity
I303185,C188635,Male,28,Toys,1,35.84,Cash,3/5/2022,Mall of Istanbul
I292705,C243627,Male,28,Toys,1,35.84,Cash,1/16/2022,Kanyon
I417588,C101654,Female,28,Toys,1,35.84,Cash,3/5/2022,Mall of Istanbul
I189274,C322386,Female,28,Toys,2,71.68,Cash,2/6/2022,Forum Istanbul
I155790,C152853,Male,28,Toys,2,71.68,Cash,3/6/2022,Kanyon
I435868,C112937,Male,28,Toys,4,143.36,Cash,3/3/2022,Kanyon
I230142,C126919,Female,28,Toys,4,143.36,Credit Card,1/17/2022,Metrocity
I461091,C207438,Female,28,Toys,4,143.36,Credit Card,2/16/2022,Mall of Istanbul
I249414,C748169,Female,28,Toys,4,143.36,Credit Card,2/15/2022,Mall of Istanbul
I105218,C484664,Female,28,Souvenir,2,23.46,Cash,2/20/2022,Metrocity
I264070,C335602,Male,28,Souvenir,2,23.46,Debit Card,2/5/2022,Kanyon
I108656,C200343,Male,28,Souvenir,2,23.46,Credit Card,3/8/2022,Metrocity
I937297,C338135,Male,28,Souvenir,2,23.46,Debit Card,1/3/2022,Forum Istanbul
I238242,C139777,Female,28,Souvenir,4,46.92,Debit Card,3/8/2022,Metrocity
I184577,C301389,Female,29,Technology,1,1050,Credit Card,1/29/2022,Kanyon
I594259,C252029,Male,29,Technology,2,2100,Credit Card,2/6/2022,Mall of Istanbul
I278222,C241812,Female,29,Technology,2,2100,Credit Card,1/1/2022,Mall of Istanbul
I207864,C309361,Male,29,Technology,4,4200,Cash,1/20/2022,Mall of Istanbul
I297989,C841139,Male,29,Technology,4,4200,Cash,3/22/2022,Metrocity
I671638,C202442,Male,29,Technology,5,5250,Cash,3/21/2022,Kanyon
I205815,C251928,Male,29,Technology,3,3150,Cash,2/22/2022,Kanyon
I246728,C176296,Male,29,Books,5,75.75,Debit Card,2/6/2022,Metrocity
I266828,C183242,Female,29,Books,5,75.75,Cash,3/6/2022,Metrocity
I539335,C412806,Male,29,Cosmetics,1,40.66,Credit Card,3/31/2022,Metrocity
I229049,C280754,Female,29,Cosmetics,1,40.66,Debit Card,2/18/2022,Metrocity
I837028,C472353,Male,29,Cosmetics,1,40.66,Debit Card,1/8/2022,Kanyon
I134385,C222218,Female,29,Cosmetics,1,40.66,Cash,1/12/2022,Metrocity
I174206,C350951,Female,29,Cosmetics,1,40.66,Debit Card,3/13/2022,Mall of Istanbul
I315560,C308495,Female,29,Cosmetics,2,81.32,Cash,1/17/2022,Mall of Istanbul
I330889,C848016,Male,29,Cosmetics,2,81.32,Credit Card,2/13/2022,Mall of Istanbul
I405797,C195776,Female,29,Cosmetics,2,81.32,Credit Card,2/24/2022,Metrocity
I803489,C201486,Female,29,Cosmetics,4,162.64,Debit Card,1/30/2022,Mall of Istanbul
I217038,C400284,Female,29,Cosmetics,3,121.98,Cash,1/31/2022,Metrocity
I643517,C262980,Female,29,Cosmetics,3,121.98,Debit Card,3/27/2022,Kanyon
I213274,C163063,Male,29,Cosmetics,3,121.98,Cash,2/23/2022,Mall of Istanbul
I683057,C335204,Female,29,Cosmetics,3,121.98,Debit Card,1/18/2022,Kanyon
I242770,C220733,Female,29,Cosmetics,3,121.98,Cash,2/25/2022,Mall of Istanbul
I234063,C324626,Male,29,Cosmetics,3,121.98,Cash,3/9/2022,Kanyon
I177431,C431371,Female,29,Souvenir,5,58.65,Cash,2/15/2022,Forum Istanbul
I160099,C273135,Male,29,Shoes,5,3000.85,Debit Card,1/31/2022,Zorlu Center
I328754,C163296,Female,29,Shoes,5,3000.85,Cash,1/22/2022,Metrocity
I112110,C166542,Male,29,Shoes,5,3000.85,Debit Card,2/23/2022,Mall of Istanbul
I299447,C708274,Female,29,Shoes,5,3000.85,Credit Card,3/19/2022,Kanyon
I217857,C116347,Female,29,Clothing,3,900.24,Cash,1/21/2022,Kanyon
I108293,C142570,Male,29,Clothing,3,900.24,Cash,1/18/2022,Kanyon
I102223,C339595,Female,29,Clothing,3,900.24,Cash,1/31/2022,Mall of Istanbul
I288694,C223739,Male,29,Clothing,3,900.24,Cash,1/12/2022,Metrocity
I116583,C291000,Male,29,Clothing,3,900.24,Cash,3/19/2022,Metrocity
I184543,C425060,Female,29,Clothing,3,900.24,Debit Card,1/4/2022,Mall of Istanbul
I240359,C295899,Female,29,Clothing,3,900.24,Debit Card,3/16/2022,Kanyon
I305495,C109418,Male,29,Food & Beverage,5,26.15,Debit Card,3/10/2022,Mall of Istanbul
I253973,C237969,Female,29,Food & Beverage,5,26.15,Credit Card,2/23/2022,Kanyon
I131997,C218964,Male,29,Food & Beverage,5,26.15,Debit Card,2/20/2022,Kanyon
I253587,C323575,Male,29,Food & Beverage,5,26.15,Debit Card,3/3/2022,Forum Istanbul
I334066,C311766,Male,29,Food & Beverage,5,26.15,Cash,2/20/2022,Forum Istanbul
I251464,C209055,Male,29,Food & Beverage,5,26.15,Cash,3/28/2022,Metrocity
I594012,C192808,Male,29,Food & Beverage,5,26.15,Cash,1/19/2022,Zorlu Center
I181898,C228328,Male,29,Toys,5,179.2,Cash,2/24/2022,Mall of Istanbul
I170915,C264937,Female,29,Toys,5,179.2,Debit Card,1/7/2022,Kanyon
I117629,C111821,Female,29,Toys,5,179.2,Debit Card,2/22/2022,Mall of Istanbul
I162469,C261236,Female,29,Shoes,1,600.17,Cash,3/19/2022,Mall of Istanbul
I815438,C109875,Female,29,Shoes,2,1200.34,Cash,3/20/2022,Zorlu Center
I259980,C236056,Male,29,Shoes,2,1200.34,Credit Card,3/13/2022,Kanyon
I196493,C184882,Female,29,Shoes,4,2400.68,Credit Card,3/27/2022,Kanyon
I247383,C171389,Male,29,Shoes,4,2400.68,Credit Card,1/1/2022,Metrocity
I205916,C315941,Female,29,Shoes,4,2400.68,Cash,3/11/2022,Mall of Istanbul
I553936,C114895,Female,29,Cosmetics,5,203.3,Cash,1/1/2022,Mall of Istanbul
I144756,C194444,Male,29,Cosmetics,5,203.3,Debit Card,1/24/2022,Kanyon
I480171,C322087,Female,29,Cosmetics,5,203.3,Cash,1/28/2022,Forum Istanbul
I116801,C197604,Female,29,Cosmetics,5,203.3,Cash,3/23/2022,Mall of Istanbul
I104375,C222369,Female,29,Cosmetics,5,203.3,Cash,3/21/2022,Kanyon
I216145,C105181,Male,29,Cosmetics,5,203.3,Credit Card,3/17/2022,Metrocity
I240930,C244576,Male,29,Cosmetics,5,203.3,Debit Card,3/12/2022,Kanyon
I139844,C243922,Female,29,Cosmetics,5,203.3,Credit Card,1/11/2022,Zorlu Center
I203470,C818549,Female,29,Clothing,5,1500.4,Credit Card,3/3/2022,Kanyon
I303013,C296079,Male,29,Clothing,5,1500.4,Credit Card,1/2/2022,Metrocity
I176387,C281662,Female,29,Clothing,5,1500.4,Credit Card,2/19/2022,Mall of Istanbul
I238900,C218089,Male,29,Clothing,5,1500.4,Cash,1/30/2022,Metrocity
I157362,C135640,Female,29,Clothing,5,1500.4,Cash,2/27/2022,Metrocity
I270244,C245639,Male,29,Clothing,5,1500.4,Cash,2/10/2022,Kanyon
I120061,C864354,Male,29,Clothing,5,1500.4,Credit Card,3/9/2022,Mall of Istanbul
I945836,C988913,Female,29,Clothing,5,1500.4,Credit Card,3/12/2022,Metrocity
I809066,C249341,Male,29,Clothing,5,1500.4,Debit Card,2/13/2022,Kanyon
I162279,C153893,Male,29,Clothing,5,1500.4,Cash,1/24/2022,Zorlu Center
I187370,C339350,Female,29,Books,3,45.45,Credit Card,3/10/2022,Metrocity
I541465,C271509,Male,29,Souvenir,3,35.19,Credit Card,1/18/2022,Mall of Istanbul
I312253,C283681,Female,29,Books,2,30.3,Cash,2/6/2022,Zorlu Center
I644603,C323067,Male,29,Books,2,30.3,Credit Card,1/10/2022,Kanyon
I463594,C139386,Male,29,Books,4,60.6,Cash,2/9/2022,Kanyon
I270282,C177668,Female,29,Books,4,60.6,Cash,2/19/2022,Mall of Istanbul
I227484,C332976,Female,29,Books,4,60.6,Debit Card,3/26/2022,Metrocity
I519445,C190392,Male,29,Shoes,3,1800.51,Cash,2/12/2022,Metrocity
I298057,C174151,Male,29,Shoes,3,1800.51,Credit Card,1/22/2022,Metrocity
I117898,C158959,Female,29,Shoes,3,1800.51,Credit Card,3/15/2022,Kanyon
I130748,C400778,Male,29,Shoes,3,1800.51,Debit Card,1/3/2022,Metrocity
I660625,C475030,Female,29,Food & Beverage,3,15.69,Credit Card,1/4/2022,Metrocity
I168797,C187692,Female,29,Food & Beverage,3,15.69,Credit Card,1/3/2022,Mall of Istanbul
I339079,C330250,Female,29,Food & Beverage,3,15.69,Debit Card,3/22/2022,Kanyon
I338518,C253740,Male,29,Clothing,1,300.08,Credit Card,3/21/2022,Kanyon
I123996,C206741,Male,29,Clothing,1,300.08,Cash,3/15/2022,Forum Istanbul
I226187,C262292,Male,29,Clothing,1,300.08,Credit Card,2/23/2022,Mall of Istanbul
I375151,C106498,Male,29,Clothing,1,300.08,Credit Card,2/5/2022,Mall of Istanbul
I317058,C292733,Female,29,Clothing,1,300.08,Debit Card,2/11/2022,Mall of Istanbul
I274656,C275999,Male,29,Clothing,1,300.08,Credit Card,2/3/2022,Mall of Istanbul
I170248,C193478,Male,29,Clothing,1,300.08,Cash,2/9/2022,Kanyon
I546418,C625453,Female,29,Clothing,1,300.08,Cash,3/5/2022,Mall of Istanbul
I814843,C135787,Male,29,Clothing,1,300.08,Credit Card,3/18/2022,Zorlu Center
I210968,C804999,Female,29,Clothing,1,300.08,Debit Card,1/12/2022,Mall of Istanbul
I879028,C279380,Female,29,Clothing,2,600.16,Debit Card,1/1/2022,Metrocity
I174332,C301448,Male,29,Clothing,2,600.16,Credit Card,2/27/2022,Kanyon
I191250,C279913,Female,29,Clothing,2,600.16,Cash,2/9/2022,Kanyon
I115994,C247404,Female,29,Clothing,2,600.16,Cash,2/6/2022,Mall of Istanbul
I689738,C227900,Female,29,Clothing,2,600.16,Debit Card,2/6/2022,Zorlu Center
I324419,C103595,Female,29,Clothing,2,600.16,Debit Card,2/18/2022,Mall of Istanbul
I314927,C759349,Female,29,Clothing,2,600.16,Debit Card,3/13/2022,Mall of Istanbul
I197401,C213891,Female,29,Clothing,4,1200.32,Debit Card,1/25/2022,Kanyon
I111149,C168226,Female,29,Clothing,4,1200.32,Debit Card,2/6/2022,Kanyon
I206512,C314583,Female,29,Clothing,4,1200.32,Debit Card,2/16/2022,Mall of Istanbul
I138013,C132238,Male,29,Clothing,4,1200.32,Cash,2/20/2022,Mall of Istanbul
I947426,C276671,Female,29,Clothing,4,1200.32,Credit Card,2/8/2022,Kanyon
I222532,C276145,Male,29,Clothing,4,1200.32,Cash,1/19/2022,Zorlu Center
I298947,C103803,Female,29,Clothing,4,1200.32,Debit Card,3/13/2022,Kanyon
I196469,C452390,Female,29,Clothing,4,1200.32,Cash,3/9/2022,Mall of Istanbul
I263077,C201256,Female,29,Clothing,4,1200.32,Cash,2/28/2022,Mall of Istanbul
I277179,C177292,Female,29,Clothing,4,1200.32,Cash,3/27/2022,Zorlu Center
I166940,C802460,Female,29,Clothing,4,1200.32,Credit Card,1/19/2022,Metrocity
I342060,C563409,Male,29,Clothing,4,1200.32,Debit Card,1/2/2022,Kanyon
I240906,C846437,Male,29,Clothing,4,1200.32,Cash,3/23/2022,Kanyon
I256953,C284297,Female,29,Toys,3,107.52,Cash,3/21/2022,Mall of Istanbul
I888430,C179839,Male,29,Toys,3,107.52,Cash,2/13/2022,Mall of Istanbul
I169268,C134101,Female,29,Food & Beverage,1,5.23,Credit Card,3/6/2022,Mall of Istanbul
I439527,C172356,Female,29,Food & Beverage,1,5.23,Credit Card,1/7/2022,Mall of Istanbul
I727687,C228643,Female,29,Food & Beverage,1,5.23,Cash,2/8/2022,Metrocity
I229480,C370648,Female,29,Food & Beverage,1,5.23,Cash,3/31/2022,Mall of Istanbul
I241723,C433603,Male,29,Food & Beverage,1,5.23,Credit Card,3/17/2022,Forum Istanbul
I241662,C752924,Male,29,Food & Beverage,1,5.23,Debit Card,2/10/2022,Zorlu Center
I227012,C856935,Male,29,Food & Beverage,1,5.23,Cash,2/13/2022,Kanyon
I142468,C259929,Female,29,Food & Beverage,2,10.46,Credit Card,3/22/2022,Metrocity
I967276,C273581,Female,29,Food & Beverage,2,10.46,Credit Card,3/31/2022,Metrocity
I188261,C260011,Female,29,Food & Beverage,4,20.92,Credit Card,3/10/2022,Metrocity
I624387,C278637,Male,29,Food & Beverage,4,20.92,Cash,1/22/2022,Kanyon
I274269,C678626,Female,29,Food & Beverage,4,20.92,Cash,2/18/2022,Kanyon
I176917,C183897,Female,29,Food & Beverage,4,20.92,Cash,2/1/2022,Forum Istanbul
I249691,C126406,Female,29,Food & Beverage,4,20.92,Debit Card,1/16/2022,Metrocity
I865782,C135269,Female,29,Food & Beverage,4,20.92,Debit Card,1/5/2022,Mall of Istanbul
I378817,C280398,Female,29,Toys,1,35.84,Debit Card,2/18/2022,Kanyon
I286363,C225728,Male,29,Toys,1,35.84,Credit Card,1/17/2022,Mall of Istanbul
I257743,C868278,Female,29,Toys,1,35.84,Debit Card,1/19/2022,Metrocity
I306754,C284486,Female,29,Toys,1,35.84,Cash,1/25/2022,Kanyon
I716428,C329247,Female,29,Toys,2,71.68,Debit Card,3/30/2022,Mall of Istanbul
I160416,C747076,Female,29,Toys,4,143.36,Credit Card,2/10/2022,Mall of Istanbul
I231727,C303765,Female,29,Toys,4,143.36,Debit Card,3/7/2022,Mall of Istanbul
I226965,C630839,Male,29,Souvenir,2,23.46,Credit Card,3/24/2022,Forum Istanbul
I147384,C827594,Male,29,Souvenir,2,23.46,Debit Card,3/20/2022,Zorlu Center
I108465,C342552,Female,30,Technology,1,1050,Cash,1/6/2022,Mall of Istanbul
I205974,C129534,Male,30,Technology,1,1050,Debit Card,1/19/2022,Metrocity
I302841,C249686,Male,30,Technology,2,2100,Credit Card,1/25/2022,Mall of Istanbul
I226853,C292336,Male,30,Technology,2,2100,Credit Card,1/21/2022,Mall of Istanbul
I724831,C323873,Female,30,Technology,4,4200,Cash,1/23/2022,Metrocity
I223470,C516048,Female,30,Technology,5,5250,Cash,3/15/2022,Metrocity
I143855,C122097,Female,30,Technology,3,3150,Cash,3/18/2022,Kanyon
I935336,C260883,Female,30,Technology,3,3150,Cash,2/2/2022,Metrocity
I274572,C104568,Male,30,Technology,3,3150,Credit Card,2/19/2022,Mall of Istanbul
I222025,C396339,Male,30,Technology,3,3150,Credit Card,3/14/2022,Mall of Istanbul
I115676,C166955,Female,30,Books,5,75.75,Cash,3/10/2022,Mall of Istanbul
I258213,C803742,Female,30,Books,5,75.75,Debit Card,1/31/2022,Kanyon
I206755,C883479,Female,30,Cosmetics,1,40.66,Credit Card,1/18/2022,Metrocity
I212026,C194460,Female,30,Cosmetics,1,40.66,Credit Card,3/31/2022,Mall of Istanbul
I305185,C315955,Female,30,Cosmetics,1,40.66,Credit Card,1/10/2022,Forum Istanbul
I340183,C174082,Female,30,Cosmetics,1,40.66,Credit Card,3/30/2022,Metrocity
I113246,C305928,Female,30,Cosmetics,1,40.66,Cash,1/31/2022,Mall of Istanbul
I298061,C304368,Male,30,Cosmetics,2,81.32,Credit Card,1/7/2022,Mall of Istanbul
I108965,C804539,Female,30,Cosmetics,2,81.32,Cash,2/19/2022,Kanyon
I275770,C143842,Female,30,Cosmetics,2,81.32,Cash,2/6/2022,Mall of Istanbul
I295837,C130799,Female,30,Cosmetics,2,81.32,Credit Card,3/12/2022,Metrocity
I282917,C206996,Male,30,Cosmetics,2,81.32,Debit Card,2/14/2022,Mall of Istanbul
I964012,C218034,Female,30,Cosmetics,2,81.32,Cash,3/5/2022,Mall of Istanbul
I136612,C182933,Male,30,Cosmetics,4,162.64,Debit Card,2/3/2022,Metrocity
I283578,C152781,Female,30,Cosmetics,4,162.64,Credit Card,1/31/2022,Kanyon
I136240,C243704,Female,30,Cosmetics,4,162.64,Debit Card,1/6/2022,Forum Istanbul
I282353,C174529,Male,30,Cosmetics,4,162.64,Cash,2/28/2022,Forum Istanbul
I169137,C196390,Male,30,Cosmetics,4,162.64,Credit Card,3/6/2022,Metrocity
I119178,C213837,Male,30,Cosmetics,3,121.98,Debit Card,1/14/2022,Mall of Istanbul
I117150,C333043,Male,30,Cosmetics,3,121.98,Cash,2/19/2022,Mall of Istanbul
I726713,C208138,Female,30,Cosmetics,3,121.98,Cash,1/7/2022,Kanyon
I256792,C165550,Male,30,Cosmetics,3,121.98,Cash,1/23/2022,Zorlu Center
I122476,C102383,Female,30,Cosmetics,3,121.98,Cash,3/7/2022,Kanyon
I125410,C216549,Male,30,Souvenir,5,58.65,Credit Card,1/16/2022,Forum Istanbul
I370923,C213442,Male,30,Souvenir,5,58.65,Credit Card,2/25/2022,Kanyon
I319054,C225222,Female,30,Shoes,5,3000.85,Credit Card,1/7/2022,Zorlu Center
I250276,C169835,Male,30,Shoes,5,3000.85,Credit Card,1/23/2022,Zorlu Center
I292271,C137993,Female,30,Shoes,5,3000.85,Cash,3/17/2022,Zorlu Center
I486233,C199664,Female,30,Clothing,3,900.24,Credit Card,3/14/2022,Metrocity
I118412,C382386,Male,30,Clothing,3,900.24,Debit Card,3/16/2022,Kanyon
I288784,C254627,Female,30,Clothing,3,900.24,Credit Card,1/13/2022,Metrocity
I314922,C282317,Female,30,Clothing,3,900.24,Credit Card,3/15/2022,Metrocity
I286157,C155550,Female,30,Clothing,3,900.24,Credit Card,2/22/2022,Mall of Istanbul
I877384,C966864,Female,30,Clothing,3,900.24,Credit Card,1/15/2022,Kanyon
I709489,C126371,Female,30,Clothing,3,900.24,Credit Card,1/30/2022,Kanyon
I891336,C225410,Female,30,Clothing,3,900.24,Cash,3/30/2022,Kanyon
I225829,C166857,Female,30,Clothing,3,900.24,Credit Card,1/22/2022,Kanyon
I796162,C111832,Female,30,Food & Beverage,5,26.15,Credit Card,1/6/2022,Metrocity
I120707,C113293,Female,30,Food & Beverage,5,26.15,Cash,1/24/2022,Kanyon
I790515,C457911,Female,30,Food & Beverage,5,26.15,Cash,3/18/2022,Mall of Istanbul
I248052,C231488,Male,30,Food & Beverage,5,26.15,Credit Card,1/21/2022,Kanyon
I870584,C304678,Female,30,Food & Beverage,5,26.15,Credit Card,3/8/2022,Metrocity
I399229,C285025,Male,30,Food & Beverage,5,26.15,Cash,2/20/2022,Kanyon
I247783,C167066,Male,30,Food & Beverage,5,26.15,Credit Card,3/28/2022,Mall of Istanbul
I189100,C299459,Female,30,Food & Beverage,5,26.15,Cash,1/5/2022,Mall of Istanbul
I407285,C101136,Male,30,Food & Beverage,5,26.15,Debit Card,1/31/2022,Kanyon
I266705,C203252,Female,30,Food & Beverage,5,26.15,Credit Card,1/28/2022,Kanyon
I995325,C123487,Female,30,Toys,5,179.2,Credit Card,3/20/2022,Forum Istanbul
I317468,C499525,Male,30,Shoes,1,600.17,Cash,1/17/2022,Zorlu Center
I331507,C223307,Male,30,Shoes,1,600.17,Debit Card,3/14/2022,Mall of Istanbul
I181680,C186143,Male,30,Shoes,1,600.17,Credit Card,2/18/2022,Metrocity
I206830,C984595,Female,30,Shoes,2,1200.34,Credit Card,3/11/2022,Forum Istanbul
I240864,C188386,Female,30,Shoes,2,1200.34,Credit Card,2/15/2022,Kanyon
I960037,C788987,Female,30,Shoes,4,2400.68,Cash,2/21/2022,Metrocity
I895477,C241214,Female,30,Shoes,4,2400.68,Debit Card,2/11/2022,Zorlu Center
I131433,C200286,Female,30,Cosmetics,5,203.3,Cash,3/25/2022,Mall of Istanbul
I222109,C222986,Male,30,Cosmetics,5,203.3,Debit Card,1/7/2022,Mall of Istanbul
I119889,C248575,Female,30,Cosmetics,5,203.3,Credit Card,2/17/2022,Kanyon
I414365,C279817,Male,30,Cosmetics,5,203.3,Cash,2/15/2022,Metrocity
I213548,C119770,Female,30,Cosmetics,5,203.3,Cash,3/26/2022,Mall of Istanbul
I282515,C219107,Male,30,Cosmetics,5,203.3,Cash,3/24/2022,Kanyon
I380702,C268198,Female,30,Clothing,5,1500.4,Cash,3/4/2022,Zorlu Center
I247881,C127355,Male,30,Clothing,5,1500.4,Cash,3/28/2022,Mall of Istanbul
I268504,C950963,Male,30,Clothing,5,1500.4,Credit Card,3/15/2022,Zorlu Center
I256814,C288025,Male,30,Clothing,5,1500.4,Debit Card,3/13/2022,Kanyon
I175976,C790712,Female,30,Clothing,5,1500.4,Credit Card,2/5/2022,Mall of Istanbul
I217596,C359383,Female,30,Clothing,5,1500.4,Credit Card,2/1/2022,Kanyon
I334485,C312498,Female,30,Clothing,5,1500.4,Debit Card,3/14/2022,Kanyon
I160168,C593014,Male,30,Clothing,5,1500.4,Credit Card,3/25/2022,Mall of Istanbul
I113516,C320074,Female,30,Clothing,5,1500.4,Cash,1/19/2022,Zorlu Center
I301057,C224532,Female,30,Books,3,45.45,Credit Card,2/14/2022,Metrocity
I688997,C178954,Female,30,Souvenir,3,35.19,Credit Card,1/12/2022,Kanyon
I279182,C200650,Male,30,Souvenir,3,35.19,Cash,3/24/2022,Kanyon
I282012,C256039,Female,30,Souvenir,3,35.19,Debit Card,3/22/2022,Mall of Istanbul
I814812,C117884,Male,30,Books,1,15.15,Debit Card,3/5/2022,Kanyon
I137687,C940399,Female,30,Books,1,15.15,Debit Card,3/29/2022,Mall of Istanbul
I216922,C127714,Male,30,Books,2,30.3,Credit Card,2/19/2022,Mall of Istanbul
I447010,C230913,Female,30,Books,2,30.3,Debit Card,3/19/2022,Forum Istanbul
I229207,C134522,Male,30,Books,2,30.3,Credit Card,1/12/2022,Forum Istanbul
I839720,C117747,Female,30,Books,2,30.3,Credit Card,3/25/2022,Metrocity
I240012,C263571,Male,30,Books,2,30.3,Cash,3/25/2022,Metrocity
I141405,C290292,Female,30,Books,4,60.6,Credit Card,2/26/2022,Zorlu Center
I150597,C930075,Female,30,Books,4,60.6,Debit Card,2/8/2022,Kanyon
I155915,C159020,Female,30,Shoes,3,1800.51,Debit Card,2/13/2022,Kanyon
I194015,C223491,Male,30,Shoes,3,1800.51,Credit Card,3/19/2022,Mall of Istanbul
I236088,C409967,Female,30,Food & Beverage,3,15.69,Credit Card,3/20/2022,Forum Istanbul
I116827,C115736,Male,30,Food & Beverage,3,15.69,Credit Card,2/2/2022,Kanyon
I157467,C327242,Female,30,Food & Beverage,3,15.69,Credit Card,1/29/2022,Metrocity
I172841,C157938,Female,30,Clothing,1,300.08,Debit Card,3/26/2022,Zorlu Center
I276935,C312353,Female,30,Clothing,1,300.08,Cash,1/13/2022,Kanyon
I684727,C252199,Female,30,Clothing,1,300.08,Credit Card,2/7/2022,Forum Istanbul
I880397,C338511,Female,30,Clothing,1,300.08,Cash,3/18/2022,Forum Istanbul
I174573,C738664,Male,30,Clothing,1,300.08,Cash,3/26/2022,Forum Istanbul
I952858,C148063,Female,30,Clothing,1,300.08,Credit Card,1/9/2022,Kanyon
I302208,C124846,Female,30,Clothing,1,300.08,Cash,3/13/2022,Kanyon
I503846,C106399,Female,30,Clothing,1,300.08,Debit Card,1/8/2022,Kanyon
I185332,C192110,Female,30,Clothing,1,300.08,Credit Card,3/29/2022,Metrocity
I310382,C102234,Male,30,Clothing,1,300.08,Credit Card,1/28/2022,Mall of Istanbul
I302436,C122085,Female,30,Clothing,1,300.08,Cash,2/5/2022,Mall of Istanbul
I122424,C970402,Female,30,Clothing,1,300.08,Cash,1/1/2022,Metrocity
I277698,C225915,Male,30,Clothing,1,300.08,Cash,3/13/2022,Mall of Istanbul
I203255,C334956,Male,30,Clothing,1,300.08,Credit Card,1/29/2022,Metrocity
I151289,C344876,Male,30,Clothing,1,300.08,Cash,2/28/2022,Kanyon
I286501,C264614,Male,30,Clothing,1,300.08,Credit Card,3/24/2022,Kanyon
I202868,C254007,Male,30,Clothing,2,600.16,Debit Card,2/27/2022,Kanyon
I283132,C185049,Female,30,Clothing,2,600.16,Credit Card,3/2/2022,Metrocity
I331892,C306553,Female,30,Clothing,2,600.16,Debit Card,3/3/2022,Metrocity
I395739,C337521,Female,30,Clothing,2,600.16,Cash,1/17/2022,Kanyon
I334064,C192117,Female,30,Clothing,4,1200.32,Cash,2/20/2022,Forum Istanbul
I302464,C120927,Female,30,Clothing,4,1200.32,Credit Card,2/28/2022,Metrocity
I123002,C328479,Female,30,Clothing,4,1200.32,Credit Card,2/20/2022,Kanyon
I123150,C314070,Female,30,Clothing,4,1200.32,Cash,1/21/2022,Mall of Istanbul
I108878,C136764,Male,30,Clothing,4,1200.32,Cash,1/14/2022,Mall of Istanbul
I696090,C328935,Female,30,Clothing,4,1200.32,Debit Card,1/26/2022,Mall of Istanbul
I162615,C320264,Male,30,Clothing,4,1200.32,Credit Card,1/17/2022,Mall of Istanbul
I247178,C104263,Female,30,Toys,3,107.52,Credit Card,2/12/2022,Forum Istanbul
I698589,C255238,Male,30,Toys,3,107.52,Debit Card,2/17/2022,Forum Istanbul
I212875,C332288,Female,30,Toys,3,107.52,Cash,2/11/2022,Forum Istanbul
I200586,C110117,Male,30,Toys,3,107.52,Cash,3/6/2022,Zorlu Center
I131528,C102406,Male,30,Toys,3,107.52,Credit Card,2/9/2022,Zorlu Center
